期市厅级干部“安徽经济及社会发展专题研讨班”学习；,2005.11-2005.12,安徽省,-1,干部
期市厅级干部进修班学习,2006.09-2006.11,-1,-1,干部
期市厅级干部金融理论与实践专题研讨班学习；,2008.11,-1,-1,干部
 在湖南省攸县一中读书,1955.,湖南省,-1,-1
公安员,1949.9-1953.5,荆州市公安县,-1,-1
 任陆军炮兵第五师三十五团二营四连炮手,1953.11-1954.4,-1,陆军炮兵第五师三十五团二营四连,-1
 先后两次在国防大学进修,1989.3,-1,国防大学,-1
 率代表团访问罗马尼亚,1992.11,罗马尼亚,-1,代表
任解放军广州军区副司令员,1992.12-1996.12,解放军广州军区,-1,副司令员
 在美国IBM公司研修计算机管理信息系统,1985.06-1985.12,-1,美国IBM公司,-1
 获工学硕士学位,1991.09-1994.06,-1,-1,-1
 获理学硕士学位；,1999.10-2000.10,-1,-1,-1
 获管理学博士学位,1999.09-2003.09,天津市,-1,-1
 在中国人民大学法学院从事民商法博士后研究,2004.09-2006.06,-1,中国人民大学法学院,-1
 河北省灵寿县管村供销社会计；,1974.09-1977.03,河北省,-1,会计
生,1955.3,-1,-1,-1
 山东齐河人。,1955.3,山东省,-1,-1
加入中国共产党,1979.6,-1,中国共产党,-1
参加工作。在职研究生学历,1972.11,-1,-1,工作
 工学博士学位；副研究员。,1972.11,-1,-1,副研究员
 被授予副总警监警衔,2008.6,-1,-1,-1
中共上海市第七,1998,上海市,中共,-1
 中南财经大学财政专业读书,1984.09-1988.07,-1,中南财经大学,-1
 广东省财政厅预算二处见习期,1988.07-1989.07,广东省,广东省财政厅,-1
 广东省财政厅国库处,2002.08-2005.07,广东省,广东省财政厅国库处,-1
 主持工作,1997.5-1998.5,-1,-1,工作
 在宁冈县茅坪乡挂点扶贫；,1991.08-1992.05,宁冈县,-1,-1
期青干班学习,2000.09-2001.01,-1,-1,学习
 海南省洋浦经济开发区经济发展局职员；,2006.01-2006.08,海南省,海南省洋浦经济开发区经济发展局,-1
 海南省洋浦经济开发区招商局职员；,2006.08-2007.04,海南省,海南省洋浦经济开发区招商局,-1
 海南省洋浦经济开发区办公室职员；,2007.04-2009.12,海南省,海南省洋浦经济开发区办公室,-1
——,2016.11,-1,-1,-1
 垦利县县长助理,1994.10-1995.11,垦利县,-1,县长助理
党组成员,1994.10-1995.11,垦利县,-1,成员
—,2016.01,-1,-1,-1
 参加中组部在清华大学,2008.04-2008.06,-1,中组部,-1
十届,2016.11,-1,-1,-1
 明确为正厅级；,2006.7,-1,-1,-1
 入伍；,1974.11-1978.04,-1,-1,-1
下派到枝江市计生委锻炼,1986.09-1988.09,枝江市,枝江市计生委,-1
起,1998.12,-1,-1,-1
 起,2000.05,-1,-1,-1
 四川省彭水县重晶石矿劳动,1968.09-1974.11,四川省,-1,劳动
工作,1968.09-1974.11,四川省,-1,工作
——,2009.12,-1,-1,-1
 中共十五大,2009.12,桂林市资源县,中共十五大,-1
十六大,2009.12,桂林市资源县,十六大,-1
第八届,,-1,-1,-1
十届,,-1,-1,-1
二次,,重庆市,-1,-1
重庆市第一届,,重庆市,-1,-1
二届,,重庆市,-1,-1
 在深圳市外商投资企业协会挂职锻炼,1995,深圳市,深圳市外商投资企业协会,-1
 苍溪县人民政府常务副县长,2006.12-2009.12,苍溪县,-1,常务副县长
 参加工作,1977.7,-1,-1,工作
 加入中国共产党,1987.1,-1,中国共产党,-1
经济学博士,1987.1,北京市,-1,-1
 晋升工程师任职资格,1992.09,-1,-1,工程师
 晋升高级工程师任职资格,1998.12,-1,-1,高级工程师
 获得公共管理学硕士学位,2009.05-2010.08,美国,-1,-1
 广州市越秀区旧部前小学教师；,1991.07-1993.06,广州市,-1,教师
——至今,2015.07,-1,-1,-1
——,2016.9,-1,-1,-1
 获得工商管理硕士学位,2000.03-2002.12,江西省,-1,-1
 获得管理学博士学位,2008.09-2012.12,武汉市,-1,-1
——至今,2016.03,-1,-1,-1
博士生导师,1958,焦作市解放区,-1,-1
年电子工业部科技进步奖一等奖和国家科技进步三等奖,1985,-1,电子工业部,-1
 国家科技进步奖,1985,-1,-1,-1
多篇,1990.,-1,-1,-1
"年获""四川省科学技术先进工作者""称号",1978,"""四川省",-1,工作
"年获""成都市先进工作者""称号",1980,成都市,-1,工作
年获四川省劳动模范称号,1984,四川省,-1,劳动
年获全国电子工业劳动模范称号,1987,-1,-1,劳动
 年被评为成都市工交系统优秀党员；,1991,成都市,-1,-1
 年被评为成都市优秀党员；,1992,成都市,-1,-1
 年被收入《四川英模录》；,1993,四川省,-1,-1
 年被编入《中华劳模大典》。,1998,中华,-1,-1
 名和一批技术骨干和技术管理队伍。,1991.,-1,-1,-1
 十五周年纪念”个人“突出贡献”奖。,2001.,-1,-1,-1
博士生导师。,2002.6,-1,-1,-1
 在渭南地区行署办公室工作；,1985.07-1988.02,渭南市,-1,工作
以后,2016.08,-1,-1,-1
四届,,渭南市,-1,-1
市三次,,渭南市,-1,-1
四次,,渭南市,-1,-1
市四届,,渭南市,-1,-1
第十,2017.4,-1,-1,-1
十一届,2017.4,-1,-1,-1
 邢台市政府办公室综合科,1989.06-1992.03,科,邢台市政府办公室,-1
 河北省政府常务副秘书长,2013.06-2014.11,河北省,-1,常务副秘书长
 期青干班学习,2005.11-2006.02,-1,-1,学习
 期离岗考察培训班学员；,2007.01-2007.04,-1,-1,-1
 在西安交通大学公共管理学院读MPA硕士,2003.9-2007.12,辽源市西安区,西安交通大学公共管理学院,-1
在高陵县挂职锻炼,1997.7-1999.9,高陵县,-1,-1
任省委教育工委,2009.6,-1,省委教育工委,-1
省委教育工委,2011.4-2013.8,-1,省委教育工委,-1
省委高教工委,2013.8-2013.12,-1,省委高教工委,-1
 获法学硕士学位,2006.11,-1,-1,-1
期地厅班学习,1997.02-1997.05,-1,-1,学习
--,2016.05,-1,-1,-1
1-2,,-1,-1,-1
 郑州大学法律专业大专自考毕业；,1993.09-1996.06,郑州市,郑州大学法律专业大专,-1
副科级检查员,1985.06-1988.07,河南省,-1,-1
 河南省公安厅纪检组正科级检查员,1988.07-1992.12,河南省,河南省公安厅纪检组,-1
 河南省公安厅纪检组副处级检查员,1992.12-1994.10,河南省,河南省公安厅纪检组,-1
本农协研修,1981.,-1,-1,-1
 语班学习；,1983.,-1,-1,学习
 语专业学习,1974-1978,-1,-1,学习
 共青团中央第十三,1980-2001,-1,共青团中央,-1
 中学教师；,1991.08-1991.09,-1,-1,教师
 参加河北省高等教育自学考试汉语言文学专业学习,1984.10-1988.06,河北省,-1,学习
 滦县古马小学,1970.02,-1,滦县古马小学,-1
7,,-1,-1,-1
任镇长；,1995.02,-1,-1,镇长
 部队服兵役,1978.12-1981.11,-1,-1,-1
建设,2008.10-2011.09,宜春市,-1,-1
房产,2008.10-2011.09,宜春市,-1,-1
城市管理,2008.10-2011.09,宜春市,-1,-1
环境保护,2008.10-2011.09,宜春市,-1,-1
中心城规划区国土资源管理,2008.10-2011.09,中心城,-1,-1
经宜春市人民政府研究决定,2011.09,宜春市,-1,-1
 并处没收财产人民币14万元,2012.8,-1,-1,-1
 黑龙江省富锦市锦山镇科员,1975.05-1979.12,黑龙江省,-1,科员
--,2016.01,-1,-1,-1
-,2015.05,-1,-1,-1
 获得法律硕士学位,2001.06,-1,-1,-1
 获法学博士学位,2012.06,-1,-1,-1
 省第二十五期县处级中青年干部培训班学习,2005.09-2005.12,-1,-1,干部
年,1979,-1,-1,-1
年后,1981,-1,-1,-1
年,1989,-1,-1,-1
年,1990,-1,-1,-1
年,1992,-1,-1,-1
年,1994,-1,-1,-1
年,2002,-1,-1,-1
年后,2006,-1,-1,-1
年,2011,-1,-1,-1
中共苏州市九次,,中共苏州市,-1,-1
十次,,中共苏州市,-1,-1
十届,,中共苏州市,-1,-1
苏州市十三届,,苏州市,-1,-1
 长航重庆航道区奉节航道段工人,1975.09-1979.09,长航重庆航道区,-1,工人
 重庆市政府党组成员,2003.02,重庆市,-1,成员
 重庆市政府党组成员,2004.05-2008.12,重庆市,-1,成员
 重庆市政府党组成员,2008.12-2012.08,重庆市,-1,成员
—,2016.06,-1,-1,-1
 重庆市政府党组成员,2016.06,重庆市,-1,成员
党的十七大,,-1,十七大,-1
 重庆市三次,,重庆市,-1,-1
三届,,重庆市,-1,-1
十一届,2016.11,-1,-1,-1
 加入中国共产党,1981.6,-1,中国共产党,-1
获财政学专业硕士学位,1978.2-1984.8,厦门市,-1,-1
5,2005,-1,-1,-1
 在杭州市挂职,2003.07-2003.09,杭州市,-1,-1
——至今,2017.02,-1,-1,-1
 评为助理研究员,1983.08,-1,-1,助理研究员
工厂化验员；,1970.11-1975.10,-1,-1,-1
 贵州省群众艺术馆干部；,1975.10-1976.10,贵州省,-1,干部
十六大,2016.02,-1,十六大,-1
相继当选为第九届,1998.3,-1,-1,-1
第十届,1998.3,-1,-1,-1
 是第九届,1998.3,-1,-1,-1
十届,1998.3,-1,-1,-1
 参加赴澳大利亚知识经济与现代科技管理培训班学习,2001.03-2001.06,澳大利亚,-1,学习
 抽调参加中组部省级领导班子换届考察,2002.09-2002.12,-1,-1,-1
——,2016.08,-1,-1,-1
 陕西省西安高压开关厂工人；,1971.06-1974.12,陕西省,-1,工人
 解放军第廿一核试验基地研究所服役；,1974.12-1978.06,焦作市解放区,解放军第廿一核试验基地研究所,-1
 陕西省西安市公安局莲湖分局刑警队刑警；,1978.06-1984.08,西安市,陕西省西安市公安局莲湖分局刑警队,-1
 任东营市科干办科员；,1987.07-1991.01,东营市,-1,科员
 在四川省会东县中队服役,1974.12-1979.01,四川省,四川省会东县中队,-1
 在曲靖师范读书,1981.08-1983.08,曲靖师范,-1,-1
 在曲靖地委党校大专班行政管理专业读书。,1985.09-1987.08,曲靖市,曲靖地委党校,-1
在北京丰台区任芦沟桥农工商总公司挂职,1993.10-1994.4,北京市,芦沟桥农工商总公司,-1
 在中央党校函授本科党政管理专业读书。,1997.8-1999.12,-1,中央党校,-1
—,2017.01,-1,-1,-1
主讲《中国近现代史纲要》,,中国,-1,-1
《形势与政策》,,中国,-1,-1
安徽省高等学校师范生教学技能竞赛三等奖等省级奖励20余项。,,安徽省,-1,-1
 年在中山大学获历史学学士学位；,1982,大连市中山区,中山大学,-1
 年在中山大学获历史学硕士学位；,1984,大连市中山区,中山大学,-1
 年在厦门大学获历史学博士学位,1989,厦门市,厦门大学,-1
格尔木河,2017.05,格尔木河,-1,-1
那棱格勒河,2017.05,格勒河,-1,-1
巴音河,2017.05,巴音河,-1,-1
柴达木河,2017.05,巴音河,-1,-1
青海湖,2017.05,青海省,青海湖,-1
扎陵湖,2017.05,扎陵湖,-1,-1
鄂陵湖河长,2017.05,鄂陵湖,-1,-1
4,,-1,-1,-1
 定为副科级,1997.08,-1,-1,-1
期中青班学习,2004.02,-1,-1,学习
期>学习,2011.03-2012.01,-1,-1,学习
 广西南宁十三中教师；,1974.09-1978.10,广西,-1,教师
 昆山县淀西乡工业办公室出纳,1983.02-1984.09,昆山市,昆山县淀西乡工业办公室,-1
 其间：,2000.01-2001.03,-1,-1,-1
 市政府副市长；,2013.09-2013.10,-1,-1,副市长
--市政府党组成员,2013.10,--市,-1,成员
 其间：,2013.10,--市,-1,-1
 黑龙江省嫩江县双山粮库副主任。,1986.04-1989.04,黑龙江省,-1,副主任
 黑龙江省嫩江县人民政府县长助理,1997.03-1998.04,黑龙江省,-1,县长助理
 挂任广东省云浮县县长助理；,1987.01-1987.06,广东省,-1,县长助理
期领导干部政治理论培训班学习；,1996.09-1997.01,-1,-1,干部
 广西壮族自治区人民政府主席助理,2007.04-2007.05,广西壮族自治区,-1,主席助理
 广西壮族自治区人民政府主席助理,2007.05-2009.01,广西壮族自治区,-1,主席助理
 广西壮族自治区人民政府副主席,2009.01-2013.01,广西壮族自治区,-1,副主席
 年历任国家原材料投资公司职员,1989.-1994,-1,国家原材料投资公司,-1
 第十一届,2017.11,-1,-1,-1
4,,-1,-1,-1
 获中国人民大学工商管理硕士学位,2002.7,-1,中国人民大学,-1
 空军雷达学院学员；,1983.09-1984.07,-1,空军雷达学院,-1
 空军耒阳场站政治委员；,1997.04-2001.02,空军耒阳场,-1,政治委员
—,2013.12,-1,-1,-1
 广东省十一,2013.12,广东省,-1,-1
1-2,,-1,-1,-1
 获管理学博士学位,2000.09-2005.06,-1,-1,-1
 明确为正厅级,2008.05,-1,-1,-1
 湖南省平江县知青,1975.03-1978.09,湖南省,-1,知青
至今,2016.12,-1,-1,-1
 在美国芝加哥伊利诺伊大学MBA班进修,1999.06-1999.11,美国,伊利诺伊大学MBA班,-1
7党的十六大,2017.01,-1,十六大,-1
十七大,2017.01,-1,十七大,-1
十八大,2017.01,-1,十八大,-1
8-9九届,,-1,-1,-1
 青海省祁连县峨堡乡秘书,1983.07-1986.09,青海省,-1,秘书
-,2016.06,-1,-1,-1
 阳江县江城山津小学,1981.07,阳江市,阳江县江城山津小学,-1
城郊中学,1981.07,阳江市,城郊中学,-1
 陕西省军区独立师农场劳动锻炼。,1970.08-1972.04,陕西省军区,-1,劳动
 第十五届,2011.08,桂林市资源县,-1,-1
十六届,2011.08,桂林市资源县,-1,-1
依照代表法的有关规定,2014.9,-1,-1,代表
两万元钱就是给她个人的,2007.5,-1,-1,-1
”他们相信,,-1,-1,-1
对王梅香的救助也会惠及她的学生。接到捐款返回河南后,,河南省,-1,学生
王梅香便开始用这两万元钱筹备盖教室了。学校取消前夕,,河南省,-1,-1
盖学校用的水泥,,河南省,-1,-1
砖瓦已经购置齐备。但现在,,河南省,-1,-1
梅香在石门建两间教室的计划也只得取消了。梅香告诉记者,,常德市石门县,-1,记者
她已经怀有9个月身孕,,常德市石门县,-1,-1
再过一个多月就要生小孩了,,常德市石门县,-1,-1
“先把孩子照顾好,,常德市石门县,-1,-1
当个好妈妈。”她说,,常德市石门县,-1,-1
自己以后或许会走出大山,,大山,-1,-1
去寻找一份适合自己的工作。,,大山,-1,工作
 明确为正科级,1988.11,-1,-1,-1
 明确为正处级,1996.11,-1,-1,-1
金坛县人民法院法警,1976.,金坛市,金坛县人民法院法警,-1
市十三届,2015.1,-1,-1,-1
 云南大学数学系读书。,1987.09-1991.07,云南省,云南大学数学系,-1
 云南省统计局计算中心。,1991.07-1994.10,云南省,云南省统计局计算中心,-1
 国务院西部开发办经济社会组挂职锻炼。,2002.03-2003.07,-1,国务院西部开发办经济社会组,-1
 南京大学法律系进修,1981.9-1982.1,南京市,南京大学法律系,-1
 被评为副教授,1987.12,-1,-1,副教授
 被评为教授,1992.4,-1,-1,教授
 参加江苏省高级管理人才经济研究班赴美国培训,1995.4-1995.12,美国,江苏省高级管理人才经济研究班,-1
 被评为博士生导师,1998.11,-1,-1,-1
 明确为二级大法官,2003.3,-1,-1,-1
十一届,2017.2,-1,-1,-1
 湖南省高等教育自学考试汉语言文学专业学习,1984.11-1988.12,湖南省,-1,学习
 湖南省高等教育自学考试法律专业学习,1998.07-2002.06,湖南省,-1,学习
 浏阳县达浒乡中心完小教师,1983.08-1984.07,浏阳县,-1,教师
——,2015.10,-1,-1,-1
年；,1991.12-1993.01,-1,-1,-1
年,1993.05-1994.04,-1,-1,-1
年；,1997.03-1998.02,-1,-1,-1
期中青班学习,2001.02-2002.01,-1,-1,学习
 在职攻读并获北京大学硕士学位,2005.10-2008.12,北京市,北京大学,-1
——,2017.01,-1,-1,-1
 内蒙古自治区科右中旗政府副旗长；,1994.03-1998.12,内蒙古自治区,-1,副旗长
——,2008.03,-1,-1,-1
起,2010.09,-1,-1,-1
 1-2,2014.02,-1,-1,-1
 获管理学硕士学位,1996.09-1999.06,四川省,-1,-1
 获经济学博士学位,2002.09-2008.06,四川省,-1,-1
 参加四川省优秀年轻干部人才递进培养计划第二期培训班,2014.05-2014.08,四川省,-1,干部
起,2007.4,-1,-1,-1
 思茅市更名为普洱市,2007.4,思茅市,-1,-1
起,2007.4,-1,-1,-1
 思茅市更名为普洱市；其下辖的普洱哈尼族彝族自治县同时更名为宁洱哈尼族彝族自治县。）,2007.4,思茅市,-1,-1
 上海市徐汇区向阳饮食店职工；,1977.09-1980.08,上海市,-1,职工
 上海市财政局,1993.07-1994.10,上海市,上海市财政局,-1
5,,-1,-1,-1
 4-5,2016.5,昆明市,-1,-1
 中华人民共和国审计署副审计长,1999.12-2010.12,-1,中华人民共和国审计署,-1
 期县处级领导干部进修班学习,2005.03,-1,-1,干部
 期县处级领导干部进修班学习,2009.03-,-1,-1,干部
期科级领导干部培训班学习,2000.03-2000.06,-1,-1,干部
 古蔺县九岭小学,1983.08-1988.09,泸州市古蔺县,古蔺县九岭小学,-1
——,2017.01,-1,-1,-1
 在承德县上板城镇南北营村下乡扶贫,1987.12-1988.12,承德县,-1,-1
 获河北师范大学文学学士学位,2001.6,河北省,河北师范大学,-1
 结业,1998.05-2000.06,-1,-1,-1
 获农业推广硕士学位,2006.04-2008.12,-1,-1,-1
 市十三次,2017.04,承德市,-1,-1
年进入黄石市党校学习,1985,黄石市,-1,学习
十届,,-1,-1,-1
起,1978.7,-1,-1,-1
起,1987.2,-1,-1,-1
——,2016.12,-1,-1,-1
 获高级工商管理硕士学位,2008.06-2010.06,-1,-1,-1
生产调度,1989.07-1990.05,双鸭山市,-1,-1
在五指山市挂职锻炼,2009.04-2011.01,五指山市,-1,-1
 其中,2009.04-2011.01,五指山市,-1,-1
 明确副厅级,2009.04,-1,-1,-1
——,2017.01,-1,-1,-1
至今,2017.08,-1,-1,-1
 任梅州市梅江区人民政府常务副区长,2005.,梅州市,-1,常务副区长
 年,1988.-1991,-1,-1,-1
 任四川省人民政府顾问,2013.1,四川省,-1,顾问
 ——毕业于西安工业学院铸造专业王世荣；,1992.07,辽源市西安区,西安工业学院,-1
——2012年07,2010.05,-1,-1,-1
 湖北省襄阳市政府党组成员,2012.08-2016.12,湖北省,-1,成员
第56基地809旅发射4营技术员,1986.1-1988.5,-1,-1,技术员
第56基地809旅发射4营测试连排长,1988.5-1990.6,第56基地809旅发射4营,-1,排长
第51基地806旅副参谋长,1999.3-2002.3,-1,-1,副参谋长
第51基地806旅参谋长,2002.3-2004.3,-1,-1,参谋长
第51基地806旅副旅长,2004.3-2007.3,-1,-1,副旅长
 在澳大利亚核科技组织,1995.09,-1,澳大利亚核科技组织,-1
 本东浓地科学中心,1999.09,本东浓地科学中心,-1,-1
 在瑞典核燃料循环与废物管理公司作短期研修。,2006.09,-1,瑞典核燃料循环与废物管理公司,-1
 于西北农业大学攻读硕士位；,1993.9-1996.7,-1,西北农业大学,-1
 期间,2003.9-2007.8,孟津县,-1,-1
赴韩国全北大学访问研究,2007.9-2008.8,-1,韩国全北大,-1
 开始在重庆大学攻读技术经济及管理专业博士学位,2001.09,重庆市,重庆大学,-1
；,2007.01-2012.11,-1,-1,-1
——,2017.01,-1,-1,-1
--,2011.09,-1,-1,-1
 明确为正厅级,2008.05,-1,-1,-1
——,2017.04,-1,-1,-1
 任副主任科员,2000.7,-1,-1,副主任
至今,2017.06,-1,-1,-1
 天津市打火机厂劳动；,1974.07,天津市,-1,劳动
 中央团校理论班学员；,1979.10,-1,中央团校理论班,-1
 丰润县国持营村下乡知青,1975.09-1978.10,丰润县,-1,知青
——,2008.03,-1,-1,-1
唐山市第十二届,,唐山市,唐山市第十二届,-1
 获管理学硕士学位,2006.09-2008.05,天津市,-1,-1
 获哲学学士学位,1987.09-1991.07,广东省,-1,-1
南开大学,1979-1983,天津市南开区,南开大学,-1
生物系微生物学专业,1979-1983,天津市南开区,生物系,-1
 学士,1979-1983,天津市南开区,-1,-1
江南大学,2001-2004,南宁市江南区,江南大学,-1
 生物工程专业,2001-2004,南宁市江南区,-1,-1
 -中国科学院微生物研究所任职,1983,-1,中国科学院微生物研究所,-1
西班牙Alicante大学,1991-1992,-1,西班牙Alicante大学,-1
英国Leicester大学,2001,-1,英国Leicester大学,-1
-中国科学院微生物研究所,1999,-1,中国科学院微生物研究所,-1
中科院微生物所,2000-2005,-1,中科院微生物所,-1
-中科院微生物所,2005,-1,中科院微生物所,-1
中科院微生物所,2005-2007,-1,中科院微生物所,-1
-中科院微生物所,2005,-1,中科院微生物所,-1
 4,2017.12,-1,-1,-1
 中央党校党政管理专科函授,1996.09-1999.07,-1,中央党校党政管理专科,-1
 中央党校法律本科函授,2000.08-2002.12,-1,中央党校,-1
 景宁县陈村乡政府干部,1989.11-1990.12,景宁县,-1,干部
直属机关党委书记,2016.07-2016.12,-1,-1,书记
 中华全国供销合作总社办公厅新闻信息调研处,1995.10-1998.10,合作市,中华全国供销合作总社办公厅新闻信息调研处,-1
——,2013.07,-1,-1,-1
 任副主任科员,1997.06,-1,-1,副主任
至今,2015.12,-1,-1,-1
——,2016.05,-1,-1,-1
十次,2016.05,中共湖南省,-1,-1
 黑龙江省大庆市让胡路区喇嘛甸镇组织干事,1984.07-1990.03,黑龙江省,-1,干事
--,2017.06,-1,-1,-1
 取得西南财经大学高级管理人员工商管理硕士学位,2016.12,-1,西南财经大学,-1
-,2017.12,-1,-1,-1
 胡锦涛主席与黄恒美亲切握手,1998.1,-1,-1,主席
 起历任空军2师飞行员,1962.06,-1,空军,-1
 任成都军区副司令员,1993.12,成都军区,-1,副司令员
 任兰州军区副司令员,2000.12,兰州军区,-1,副司令员
 退出领导岗位,2003.12,-1,-1,-1
 克山县向华乡农业站站员,1990.07-1990.08,克山县,华乡农业站,-1
 克山县农业技术推广中心植保站站员,1991.07-1994.11,齐齐哈尔市克山县,克山县农业技术推广中心植保站,-1
 湖南省财政厅行财处,1993.08-1995.10,湖南省,湖南省财政厅行财处,-1
第十届,,-1,-1,-1
 明确副县级,1995.01,-1,-1,-1
 华农咸宁分院读书title；,1979.09-1982.08,咸宁市,华农咸宁分院,-1
 河南省信阳县龙井乡政府秘书；,1984.00-1986.12,河南省,-1,秘书
—,2017.06,-1,-1,-1
入党,1985.6,-1,-1,-1
 中央党校经济管理专业毕业,1985.6,-1,中央党校,-1
参加工作,1981.7,-1,-1,工作
 年享受副县级待遇。,1999,-1,-1,-1
 在河北省盐山县小营乡东杨小营村,1996.07-1998.01,河北省,-1,-1
庆云乡马家村扶贫锻炼；,1996.07-1998.01,庆云乡,-1,-1
至2002年,2017.1,-1,-1,-1
 第十一,2009.7,-1,-1,-1
 鹤岗东山区蔬园乡知青。,1975,鹤岗市,-1,知青
 自考西南政法大学应用法学专业毕业,1992.07-1994.08,-1,西南政法大学,-1
 下派至兴化市老圩乡,1986.05-1988.05,兴化市,-1,-1
兴化市委农工部锻炼,1986.05-1988.05,兴化市,兴化市委农工部,-1
取得高级农业经济师任职资格,1998.08,-1,-1,经济师
——,2017.11,-1,-1,-1
年起,1994,-1,-1,-1
起,2012.8,-1,-1,-1
起,2013.9,-1,-1,-1
 2-4,2016.01,吕梁市交口县,-1,-1
 在河北省灵寿县挂任县长助理。,1991.09-1992.08,河北省,-1,县长助理
 沈阳军区赤峰守备区十一师直战士,1982.11-1986.05,沈阳军区,-1,战士
班长,1982.11-1986.05,沈阳军区,-1,班长
文书。,1982.11-1986.05,沈阳军区,-1,文书
 黑河地区运输管理处配件公司核算员。,1986.05-1987.06,黑河市,黑河地区运输管理处配件公司,-1
 黑河地区运输管理处政工科干事。,1988.10-1992.04,黑河市,-1,干事
——,2017.01,-1,-1,-1
 报社副总编辑,1994.9-1995.3,-1,-1,副总编辑
 报副总编辑,2000.12-2011.3,-1,-1,副总编辑
 浙江省委党校函授学院经济管理专业函授毕业,1995.08-1998.06,浙江省,浙江省委党校函授学院,-1
 温州市经贸委挂职锻炼,1999.09-1999.12,温州市,温州市经贸委,-1
 中央党校函授学院经济管理专业本科函授毕业,1999.08-2001.12,-1,中央党校函授学院,-1
 平阳县山门区农技站农技员陈应许,1987.08-1990.09,温州市平阳县,平阳县山门区农技站,-1
 平阳县山门区溪源乡乡长助理,1990.09-1991.05,平阳县,-1,乡长助理
 临夏县农业局,1982.08,临夏市临夏县,临夏县农业局,-1
 临夏州人民政府副厅级干部,2009.08,临夏州,-1,干部
党组成员,2009.08,临夏州,-1,成员
年高邮撤县建市,1991,高邮市,-1,-1
年,1996,-1,-1,-1
 戎文凤进北京晋见江泽民,1996,北京市,-1,-1
 因受贿罪被捕入狱,2003.12,-1,-1,-1
 青海省治多县立新乡会计,1981.7-1984.7,青海省,-1,会计
 合肥工业大学人文经济学院马克思列宁主义哲学与思想政治教育专业攻读硕士学位；,1995.09-1997.12,合肥市,合肥工业大学人文经济学院,-1
 待分配；,1997.12-1998.04,-1,-1,-1
--,2016.12,-1,-1,-1
年加入恒基兆业地产集团,1985,-1,恒基兆业地产集团,-1
 获国家民政部颁发,2007.,-1,国家民政部,-1
 ；,2007.,-1,-1,-1
。,2008.,-1,-1,-1
 。,2009.,-1,-1,-1
 。,2012.,-1,-1,-1
 李家杰在全国政协十二届四次会议上以“发出中国声音,2016.3,中国,全国政协,-1
两会发言扬中国传统的价值观”,2016.3,中国,-1,-1
 “德性先于自由”,2016.3,中国,-1,-1
“义务重于权利”,2016.3,中国,-1,-1
“群体高于个人”,2016.3,中国,-1,-1
“和谐高于冲突”的中国传统价值观理念,2016.3,中国,-1,-1
 22,2017.11,-1,-1,-1
 深圳市委宣传部外宣处挂职锻炼,1990.07-1991.08,深圳市,深圳市委宣传部外宣处,-1
 北京邮政干线运输局押运科押运员,1981.09-1985.10,北京市,-1,-1
 北京市海淀区人民政府办公室副科相当,1993.04-1994.06,北京市,北京市海淀区人民政府办公室,-1
 淮南陶瓷厂,1996.12-1999.01,淮南市,淮南陶瓷厂,-1
 后为海南省,1988.04,海南省,-1,-1
 黄石卫生学校药剂班学习,1982.09-1984.11,黄石市,-1,学习
 湖北省委党校秋季进修班培训,2005.09-2005.10,湖北省,湖北省委党校,-1
——,2016.12,-1,-1,-1
 任河南省商丘县勒马乡政府秘书。,1981.07,河南省,-1,秘书
 铜陵财经专科学校计划统计专业学校；,1984.09-1986.07,铜陵市铜陵县,铜陵财经专科学校计划统计专业学校,-1
—,2017.01,-1,-1,-1
 青海省湟水,2017.01,青海省,-1,-1
隆务河,2017.01,隆务河,-1,-1
大通河,2017.01,大通河,-1,-1
黑河,2017.01,黑河市,-1,-1
长江,2017.01,长江,-1,-1
澜沧江河长,2017.01,澜沧江,-1,-1
 武汉市东西湖区挂职锻炼,2007.04-2007.06,武汉市,-1,-1
 湖北省仙桃市三伏潭镇经管站经管员,1997.07-1998.07,湖北省,-1,-1
副站长；,1997.07-1998.07,湖北省,-1,副站长
——至今,2016.11,-1,-1,-1
 宁夏银川警备区独立营一连战士,1978.12-1983.05,宁夏,-1,战士
 转业待分配,2000.03-2000.09,-1,-1,-1
——,2014.04,-1,-1,-1
郑州工学院化工系无机化工,1980.09--1984.07,郑州市,郑州工学院化工系,-1
 读本科；,1980.09--1984.07,郑州市,-1,-1
郑州工学院化工系无机化工,1984.07--1987.07,郑州市,郑州工学院化工系,-1
 读硕士；,1984.07--1987.07,郑州市,-1,-1
 华东化工学院读博士；,1989.09--1992.07,-1,华东化工学院,-1
 并于,1992.07--2000.07,郑州市,-1,-1
 黑龙江省省直机关工委党校优秀青年干部培训班学习,1997.6-1997.7,黑龙江省,-1,干部
 晋升为教授,1999.9,-1,-1,教授
 获法学硕士学位,2001.04-2003.04,河南省,-1,-1
 毕业待分配；,1990.07-1990.09,-1,-1,-1
 河南省焦作市华侨友谊公司见习；,1990.09-1991.09,河南省,河南省焦作市华侨友谊公司,-1
——,2015.04,-1,-1,-1
5,,-1,-1,-1
 转干,1996.05,-1,-1,-1
 在河北电大工商企业管理专业学习,1995.07-1998.07,河北省,-1,学习
衡水武警支队服役,1990.03,衡水市,衡水武警支队,-1
 新加坡社会管理创新专题班学习,2012.05-2012.06,新加坡,-1,学习
—,2018.01,-1,-1,-1
年,1982.-1985,-1,-1,-1
